1.0000E-01 0.95 15.0 5.2496E+03
1.1220E-01 0.95 15.0 4.6507E+03
1.2589E-01 0.95 15.0 4.0854E+03
1.4125E-01 0.95 15.0 3.5276E+03
1.5849E-01 0.95 15.0 3.0141E+03
1.7783E-01 0.95 15.0 2.5457E+03
1.9953E-01 0.95 15.0 2.1098E+03
2.2387E-01 0.95 15.0 1.7367E+03
2.5119E-01 0.95 15.0 1.4175E+03
2.8184E-01 0.95 15.0 1.1302E+03
3.1623E-01 0.95 15.0 8.9493E+02
3.5481E-01 0.95 15.0 7.0227E+02
3.9811E-01 0.95 15.0 5.4348E+02
4.4668E-01 0.95 15.0 4.1658E+02
5.0119E-01 0.95 15.0 3.1562E+02
5.6234E-01 0.95 15.0 2.3564E+02
6.3096E-01 0.95 15.0 1.7444E+02
7.0795E-01 0.95 15.0 1.2901E+02
7.9433E-01 0.95 15.0 9.4136E+01
8.9125E-01 0.95 15.0 6.8642E+01
1.0000E+00 0.95 15.0 4.9636E+01
1.1220E+00 0.95 15.0 3.6086E+01
1.2589E+00 0.95 15.0 2.5724E+01
1.4125E+00 0.95 15.0 1.8143E+01
1.5849E+00 0.95 15.0 1.2926E+01
1.7783E+00 0.95 15.0 9.0895E+00
1.9953E+00 0.95 15.0 6.2791E+00
2.2387E+00 0.95 15.0 4.3825E+00
2.5119E+00 0.95 15.0 3.0720E+00
2.8184E+00 0.95 15.0 2.1311E+00
3.1623E+00 0.95 15.0 1.4648E+00
3.5481E+00 0.95 15.0 9.9934E-01
3.9811E+00 0.95 15.0 6.7319E-01
4.4668E+00 0.95 15.0 4.5747E-01
5.0119E+00 0.95 15.0 3.1608E-01
5.6234E+00 0.95 15.0 2.1343E-01
6.3096E+00 0.95 15.0 1.4225E-01
7.0795E+00 0.95 15.0 9.5286E-02
7.9433E+00 0.95 15.0 6.3226E-02
8.9125E+00 0.95 15.0 4.3784E-02
1.0000E+01 0.95 15.0 2.9536E-02
1.1220E+01 0.95 15.0 1.9535E-02
1.2589E+01 0.95 15.0 1.2793E-02
1.4125E+01 0.95 15.0 8.4501E-03
1.5849E+01 0.95 15.0 5.7487E-03
1.7783E+01 0.95 15.0 3.8713E-03
1.9953E+01 0.95 15.0 2.6351E-03
2.2387E+01 0.95 15.0 1.7796E-03
2.5119E+01 0.95 15.0 1.1635E-03
2.8184E+01 0.95 15.0 7.4071E-04
3.1623E+01 0.95 15.0 5.2964E-04
3.5481E+01 0.95 15.0 3.5641E-04
3.9811E+01 0.95 15.0 2.3880E-04
4.4668E+01 0.95 15.0 1.6159E-04
5.0119E+01 0.95 15.0 1.1108E-04
5.6234E+01 0.95 15.0 7.4729E-05
6.3096E+01 0.95 15.0 5.0566E-05
7.0795E+01 0.95 15.0 3.4773E-05
7.9433E+01 0.95 15.0 2.3352E-05
8.9125E+01 0.95 15.0 1.4887E-05
1.0000E+02 0.95 15.0 1.0677E-05
1.1220E+02 0.95 15.0 7.2761E-06
1.2589E+02 0.95 15.0 4.9912E-06
1.4125E+02 0.95 15.0 3.4084E-06
1.5849E+02 0.95 15.0 2.3643E-06
1.7783E+02 0.95 15.0 1.5920E-06
1.9953E+02 0.95 15.0 1.0488E-06
2.2387E+02 0.95 15.0 7.1537E-07
2.5119E+02 0.95 15.0 4.7324E-07
2.8184E+02 0.95 15.0 3.1288E-07
3.1623E+02 0.95 15.0 2.2220E-07
3.5481E+02 0.95 15.0 1.5043E-07
3.9811E+02 0.95 15.0 1.0288E-07
4.4668E+02 0.95 15.0 6.7648E-08
5.0119E+02 0.95 15.0 4.3987E-08
5.6234E+02 0.95 15.0 3.1006E-08
6.3096E+02 0.95 15.0 2.0398E-08
7.0795E+02 0.95 15.0 1.3140E-08
7.9433E+02 0.95 15.0 9.0273E-09
8.9125E+02 0.95 15.0 6.0485E-09
1.0000E+03 0.95 15.0 3.9322E-09
1.1220E+03 0.95 15.0 2.7380E-09
1.2589E+03 0.95 15.0 1.9160E-09
1.4125E+03 0.95 15.0 1.1176E-09
1.5849E+03 0.95 15.0 7.3376E-10
1.7783E+03 0.95 15.0 5.1570E-10
1.9953E+03 0.95 15.0 3.6165E-10
2.2387E+03 0.95 15.0 2.3538E-10
2.5119E+03 0.95 15.0 1.4203E-10
2.8184E+03 0.95 15.0 8.3033E-11
3.1623E+03 0.95 15.0 5.7652E-11
3.5481E+03 0.95 15.0 3.8127E-11
3.9811E+03 0.95 15.0 2.5393E-11
4.4668E+03 0.95 15.0 1.6256E-11
5.0119E+03 0.95 15.0 1.0583E-11
5.6234E+03 0.95 15.0 7.1339E-12
6.3096E+03 0.95 15.0 4.8784E-12
7.0795E+03 0.95 15.0 3.1750E-12
7.9433E+03 0.95 15.0 2.1565E-12
8.9125E+03 0.95 15.0 1.3614E-12
1.0000E+04 0.95 15.0 8.7610E-13
1.0000E-01 0.95 45.0 5.2629E+03
1.1220E-01 0.95 45.0 4.6646E+03
1.2589E-01 0.95 45.0 4.0879E+03
1.4125E-01 0.95 45.0 3.5443E+03
1.5849E-01 0.95 45.0 3.0229E+03
1.7783E-01 0.95 45.0 2.5361E+03
1.9953E-01 0.95 45.0 2.1161E+03
2.2387E-01 0.95 45.0 1.7462E+03
2.5119E-01 0.95 45.0 1.4252E+03
2.8184E-01 0.95 45.0 1.1407E+03
3.1623E-01 0.95 45.0 8.9909E+02
3.5481E-01 0.95 45.0 7.0022E+02
3.9811E-01 0.95 45.0 5.4018E+02
4.4668E-01 0.95 45.0 4.1594E+02
